Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-05-26T16:00:00.000Z,4940.9501953125,4974.2099609375,4891.33984375,4908.169921875,301700,0.0,0.0,000300.SS,NA,NA,NA
2026-05-27T16:00:00.000Z,4889.2700195312,4922.330078125,4843.2299804688,4914.2099609375,267400,0.0,0.0,000300.SS,NA,NA,NA
2026-05-28T16:00:00.000Z,4937.509765625,4954.0698242188,4878.7900390625,4892.1201171875,332500,0.0,0.0,000300.SS,NA,NA,NA
2026-05-31T16:00:00.000Z,4897.8999023438,4918.7900390625,4836.6899414062,4844.259765625,296100,0.0,0.0,000300.SS,NA,NA,NA
2026-06-01T16:00:00.000Z,4860.6098632812,4930.2797851562,4832.0,4914.5600585938,281700,0.0,0.0,000300.SS,NA,NA,NA
2026-06-02T16:00:00.000Z,4921.3500976562,4991.8500976562,4904.8999023438,4938.8100585938,304000,0.0,0.0,000300.SS,NA,NA,NA
2026-06-03T16:00:00.000Z,4897.3198242188,4938.7797851562,4889.75,4904.75,264800,0.0,0.0,000300.SS,NA,NA,NA
2026-06-04T16:00:00.000Z,4886.9599609375,4924.33984375,4798.91015625,4816.919921875,301900,0.0,0.0,000300.SS,NA,NA,NA
2026-06-07T16:00:00.000Z,4703.7700195312,4779.8598632812,4677.5698242188,4713.6401367188,299600,0.0,0.0,000300.SS,NA,NA,NA
2026-06-08T16:00:00.000Z,4743.4501953125,4802.509765625,4715.3901367188,4801.8100585938,258400,0.0,0.0,000300.SS,NA,NA,NA
2026-06-09T16:00:00.000Z,4753.1201171875,4786.5200195312,4719.0,4748.58984375,259300,0.0,0.0,000300.SS,NA,NA,NA
2026-06-10T16:00:00.000Z,4730.0698242188,4766.169921875,4685.5,4722.41015625,247200,0.0,0.0,000300.SS,NA,NA,NA
2026-06-11T16:00:00.000Z,4784.6401367188,4809.8598632812,4757.5600585938,4777.3198242188,335900,0.0,0.0,000300.SS,NA,NA,NA
2026-06-14T16:00:00.000Z,4829.2900390625,4892.5498046875,4803.1801757812,4891.7099609375,331300,0.0,0.0,000300.SS,NA,NA,NA
2026-06-15T16:00:00.000Z,4894.8798828125,4908.2797851562,4866.0600585938,4884.2299804688,282600,0.0,0.0,000300.SS,NA,NA,NA
2026-06-16T16:00:00.000Z,4859.7001953125,4933.9301757812,4859.7001953125,4931.3901367188,276100,0.0,0.0,000300.SS,NA,NA,NA
2026-06-17T16:00:00.000Z,4916.0400390625,4976.8901367188,4916.0400390625,4941.6000976562,334500,0.0,0.0,000300.SS,NA,NA,NA
2026-06-21T16:00:00.000Z,4949.3500976562,5061.509765625,4928.4599609375,5059.66015625,375100,0.0,0.0,000300.SS,NA,NA,NA
2026-06-22T16:00:00.000Z,5048.0297851562,5064.2700195312,4892.08984375,4919.3901367188,342700,0.0,0.0,000300.SS,NA,NA,NA
2026-06-23T16:00:00.000Z,4900.3798828125,4953.2299804688,4892.2700195312,4943.0200195312,312200,0.0,0.0,000300.SS,NA,NA,NA
2026-06-24T16:00:00.000Z,4950.9799804688,5032.0,4944.8798828125,5020.1000976562,346700,0.0,0.0,000300.SS,NA,NA,NA
2026-06-25T16:00:00.000Z,4981.830078125,4981.9799804688,4845.1899414062,4868.2202148438,341200,0.0,0.0,000300.SS,NA,NA,NA
2026-06-28T16:00:00.000Z,4866.0400390625,4928.6000976562,4827.1499023438,4926.919921875,323200,0.0,0.0,000300.SS,NA,NA,NA
2026-06-29T16:00:00.000Z,4914.490234375,4987.5600585938,4914.490234375,4979.4301757812,306200,0.0,0.0,000300.SS,NA,NA,NA
2026-06-30T16:00:00.000Z,4972.6899414062,5017.3798828125,4925.6298828125,4958.9799804688,342900,0.0,0.0,000300.SS,NA,NA,NA
2026-07-01T16:00:00.000Z,4865.169921875,4896.990234375,4800.4799804688,4812.2998046875,343200,0.0,0.0,000300.SS,NA,NA,NA
2026-07-02T16:00:00.000Z,4809.5,4890.9702148438,4809.5,4842.169921875,301100,0.0,0.0,000300.SS,NA,NA,NA
2026-07-05T16:00:00.000Z,4868.5400390625,4878.3198242188,4789.7998046875,4842.0,294100,0.0,0.0,000300.SS,NA,NA,NA
2026-07-06T16:00:00.000Z,4813.8701171875,4839.509765625,4756.7299804688,4792.259765625,246300,0.0,0.0,000300.SS,NA,NA,NA
2026-07-07T16:00:00.000Z,4804.4799804688,4830.0498046875,4751.3999023438,4755.5297851562,243900,0.0,0.0,000300.SS,NA,NA,NA
2026-07-08T16:00:00.000Z,4774.3999023438,4882.8500976562,4734.8701171875,4876.3100585938,281600,0.0,0.0,000300.SS,NA,NA,NA
2026-07-09T16:00:00.000Z,4887.5400390625,4906.490234375,4780.75,4780.7900390625,304100,0.0,0.0,000300.SS,NA,NA,NA
2026-07-12T16:00:00.000Z,4745.4399414062,4775.240234375,4670.25,4695.3798828125,278600,0.0,0.0,000300.SS,NA,NA,NA
2026-07-13T16:00:00.000Z,4691.1201171875,4796.5,4649.0400390625,4796.5,283300,0.0,0.0,000300.SS,NA,NA,NA
2026-07-14T16:00:00.000Z,4797.9399414062,4826.8598632812,4772.0400390625,4786.7797851562,278700,0.0,0.0,000300.SS,NA,NA,NA
2026-07-15T16:00:00.000Z,4711.5297851562,4771.0600585938,4673.3500976562,4698.4399414062,251600,0.0,0.0,000300.SS,NA,NA,NA
2026-07-16T16:00:00.000Z,4661.6201171875,4663.5297851562,4492.08984375,4529.1000976562,302600,0.0,0.0,000300.SS,NA,NA,NA
2026-08-13T16:00:00.000Z,4672.9750976562,4676.7124023438,4637.1284179688,4665.8813476562,663200416,0.0,0.0,000300.SS,NA,NA,NA
