trade_date,wind_code,open,high,low,close,volume,amt
2026-07-24,801010.SI,2368.43,2377.55,2312.71,2312.71,1768830000,13155490000
2026-07-27,801010.SI,2307.87,2350.58,2307.85,2350.58,1469760000,11717670000
2026-07-28,801010.SI,2340.90,2370.03,2340.89,2359.56,1439730000,11881270000
2026-07-29,801010.SI,2361.00,2392.44,2360.96,2375.86,1682320000,14546180000
2026-07-30,801010.SI,2369.10,2432.58,2369.10,2403.52,1900930000,17440390000
2026-07-31,801010.SI,2375.54,2416.22,2375.49,2416.22,1710760000,15870690000
2026-08-03,801010.SI,2413.59,2450.20,2413.59,2428.20,1944510000,16234780000
2026-08-04,801010.SI,2430.55,2430.55,2397.22,2401.37,1762330000,15618740000
2026-08-05,801010.SI,2395.91,2428.57,2392.48,2413.74,1748230000,15618300000
2026-08-06,801010.SI,2415.49,2426.86,2386.75,2422.94,2380930000,18260770000
2026-08-07,801010.SI,2416.38,2427.96,2392.99,2417.75,2205000000,18091250000
2026-08-10,801010.SI,2423.34,2494.70,2423.34,2493.64,2600100000,22023190000
2026-08-11,801010.SI,2488.83,2496.68,2461.48,2463.53,1995540000,17613380000
2026-08-12,801010.SI,2458.23,2472.56,2451.07,2466.85,1789870000,15949660000
2026-08-13,801010.SI,2460.82,2469.41,2436.50,2456.81,2028500000,16456120000
2026-08-14,801010.SI,2453.01,2453.01,2410.43,2418.49,1891551400,14868640300
2025-12-29,801050.SI,8468.72,8468.72,8206.98,8210.98,8726320000,163465860000
2025-12-30,801050.SI,7994.26,8364.42,7994.26,8318.24,6932640000,132832980000
2025-12-31,801050.SI,8321.55,8541.98,8321.47,8408.59,6849910000,134503700000
2026-01-05,801050.SI,8548.18,8642.16,8459.11,8628.55,8008700000,154678930000
2026-01-06,801050.SI,8759.21,9017.42,8759.21,8995.85,9457710000,188855570000
2026-01-07,801050.SI,9036.54,9134.14,8932.78,9022.75,9691760000,203692560000
2026-01-08,801050.SI,8922.92,9059.39,8780.62,8881.70,8071980000,167628670000
2026-01-09,801050.SI,8818.81,9177.83,8818.80,9128.34,8477720000,181754980000
2026-01-12,801050.SI,9340.55,9347.97,9124.28,9251.47,9375980000,205888510000
2026-01-13,801050.SI,9249.79,9531.82,9231.26,9335.86,9342470000,205633320000
2026-01-14,801050.SI,9382.90,9577.39,9294.88,9375.16,10230510000,222999180000
2026-01-15,801050.SI,9345.49,9701.78,9345.49,9504.06,9949670000,206084430000
2026-01-16,801050.SI,9514.04,9707.40,9371.59,9404.84,9815540000,202442560000
2026-01-19,801050.SI,9414.40,9496.51,9257.48,9453.04,8340590000,170550890000
2026-01-20,801050.SI,9500.33,9562.41,9171.95,9478.68,9148310000,186926150000
2026-01-21,801050.SI,9504.49,9761.66,9473.88,9743.42,8966420000,195303510000
2026-01-22,801050.SI,9640.48,9734.37,9570.04,9707.46,8641270000,181040760000
